-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 03/08/2019 through 11/08/2020 in LST
Location: Latitude  51.0662   Longitude -114.0936 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1289.78 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
CLRSKY_SFC_SW_DWN      CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                 MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/hour) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                  MERRA-2 Wind Direction at 10 Meters (Degrees) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
ALLSKY_KT              CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SRF_ALB         CERES SYN1deg All Sky Surface Albedo (dimensionless) 
PS                     MERRA-2 Surface Pressure (kPa) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface Total PAR (Wh/m^2) 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface Total PAR (Wh/m^2) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
SZA                    CERES SYN1deg Solar Zenith Angle (Degrees) 
ALLSKY_SFC_UVA         CERES SYN1deg All Sky Surface UVA Irradiance (Wh/m^2) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,T2M,T2MDEW,T2MWET,RH2M,PRECTOTCORR,WS10M,WD10M,CLOUD_AMT,ALLSKY_KT,ALLSKY_SRF_ALB,PS,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,QV2M,SZA,ALLSKY_SFC_UVA
2019,3,13,3,0.0,0.0,0.0,0.0,-7.22,-8.03,-7.62,98.32,0.51,2.38,349.6,77.59,-999.0,-999.0,86.47,0.0,0.0,2.35,90.0,0.0
2019,3,13,4,0.0,0.0,0.0,0.0,-8.01,-8.8,-8.4,98.71,0.33,2.28,348.1,73.8,-999.0,-999.0,86.55,0.0,0.0,2.2,90.0,0.0
2019,3,13,5,0.0,0.0,0.0,0.0,-8.33,-9.19,-8.76,97.47,0.24,2.15,343.0,85.0,-999.0,-999.0,86.63,0.0,0.0,2.11,90.0,0.0
2019,3,13,6,29.08,47.55,145.0,23.27,-7.54,-8.98,-8.26,92.78,0.3,2.04,340.9,82.36,0.32,0.47,86.72,12.25,17.27,2.15,86.27,1.6
2019,3,13,7,138.45,212.9,364.57,76.36,-4.94,-7.37,-6.15,85.23,0.38,1.7,347.4,77.88,0.46,0.47,86.8,63.92,90.1,2.47,77.34,7.79
2019,3,13,8,293.27,379.85,419.55,153.27,-2.67,-6.03,-4.35,78.35,0.66,1.77,19.2,71.57,0.6,0.57,86.88,136.73,165.55,2.75,69.12,18.51
2019,3,13,9,455.65,518.15,400.77,269.55,-1.76,-5.91,-3.83,73.45,0.88,1.29,36.8,68.34,0.71,0.6,86.95,207.65,227.87,2.78,62.17,30.14
2019,3,13,10,459.73,616.05,307.4,299.92,-1.24,-6.27,-3.76,68.1,0.82,0.66,67.7,83.23,0.61,0.54,87.0,215.9,269.18,2.69,57.13,32.6
2019,3,13,11,574.2,666.85,416.62,325.49,-0.88,-6.28,-3.58,66.12,0.97,0.58,133.6,76.46,0.72,0.5,87.03,259.79,289.12,2.69,54.62,38.3
2019,3,13,12,534.65,661.15,438.14,291.78,-0.47,-6.0,-3.23,65.59,0.82,0.88,164.9,72.33,0.68,0.54,87.05,246.58,286.78,2.76,55.03,37.01
2019,3,13,13,515.35,600.05,625.58,213.19,-0.22,-5.69,-2.95,65.89,0.64,1.19,170.3,60.1,0.71,0.53,87.06,232.4,259.85,2.83,58.28,34.01
2019,3,13,14,412.33,491.05,641.62,153.57,-0.11,-5.13,-2.62,68.06,0.51,1.34,172.3,55.21,0.68,0.53,87.07,188.32,212.03,2.95,63.91,25.89
2019,3,13,15,284.27,342.62,595.44,101.14,-0.2,-4.62,-2.41,71.37,0.44,1.52,168.6,50.42,0.64,0.51,87.09,127.52,146.29,3.07,71.25,16.26
2019,3,13,16,131.27,169.62,516.08,46.09,-1.25,-4.24,-2.74,80.41,0.65,1.5,161.3,47.67,0.53,0.43,87.12,55.73,69.35,3.17,79.72,6.4
2019,3,13,17,16.05,20.73,173.47,11.53,-3.54,-5.59,-4.57,87.34,0.74,1.89,175.1,46.86,0.36,0.46,87.16,5.57,6.67,2.84,88.16,0.79
2019,3,13,18,0.0,0.0,0.0,0.0,-4.53,-6.44,-5.49,89.37,0.8,2.14,200.0,42.7,-999.0,-999.0,87.21,0.0,0.0,2.67,90.0,0.0
2019,3,13,19,0.0,0.0,0.0,0.0,-4.99,-6.75,-5.87,90.91,0.63,2.31,231.8,39.94,-999.0,-999.0,87.25,0.0,0.0,2.61,90.0,0.0
2019,3,13,20,0.0,0.0,0.0,0.0,-5.17,-7.23,-6.2,88.83,0.25,2.92,260.3,50.17,-999.0,-999.0,87.3,0.0,0.0,2.51,90.0,0.0
2019,3,13,21,0.0,0.0,0.0,0.0,-5.52,-8.03,-6.78,85.76,0.06,3.61,278.6,49.09,-999.0,-999.0,87.35,0.0,0.0,2.35,90.0,0.0
2019,3,13,22,0.0,0.0,0.0,0.0,-6.23,-9.08,-7.65,83.08,0.08,4.13,291.0,41.7,-999.0,-999.0,87.4,0.0,0.0,2.14,90.0,0.0
2019,3,13,23,0.0,0.0,0.0,0.0,-7.7,-10.69,-9.2,82.08,0.03,4.1,295.3,29.33,-999.0,-999.0,87.44,0.0,0.0,1.86,90.0,0.0
2019,3,14,0,0.0,0.0,0.0,0.0,-9.49,-12.42,-10.95,81.66,0.02,4.06,288.7,25.42,-999.0,-999.0,87.49,0.0,0.0,1.58,90.0,0.0
2019,3,14,1,0.0,0.0,0.0,0.0,-10.58,-13.47,-12.02,81.45,0.01,4.1,284.0,25.09,-999.0,-999.0,87.52,0.0,0.0,1.43,90.0,0.0
2019,3,14,2,0.0,0.0,0.0,0.0,-11.18,-14.08,-12.63,81.14,0.01,4.06,278.9,24.79,-999.0,-999.0,87.53,0.0,0.0,1.35,90.0,0.0
2019,3,14,3,0.0,0.0,0.0,0.0,-11.64,-14.51,-13.08,81.45,0.01,4.16,272.3,34.34,-999.0,-999.0,87.54,0.0,0.0,1.3,90.0,0.0
2019,3,14,4,0.0,0.0,0.0,0.0,-12.0,-14.86,-13.43,80.91,0.01,4.23,266.9,33.29,-999.0,-999.0,87.56,0.0,0.0,1.25,90.0,0.0
2019,3,14,5,0.0,0.0,0.0,0.0,-12.26,-15.22,-13.74,80.19,0.01,4.1,263.7,41.36,-999.0,-999.0,87.56,0.0,0.0,1.21,90.0,0.0
2019,3,14,6,46.5,55.53,333.22,22.79,-11.11,-14.93,-13.02,74.1,0.0,4.04,261.2,39.87,0.48,0.47,87.57,17.52,19.6,1.24,85.95,2.1
2019,3,14,7,194.8,226.85,615.75,58.68,-7.06,-12.27,-9.67,66.47,0.0,3.81,256.9,35.45,0.63,0.43,87.56,82.73,93.4,1.59,76.98,9.6
2019,3,14,8,356.8,394.15,744.22,99.34,-3.92,-9.56,-6.74,64.8,0.0,3.37,250.6,31.51,0.71,0.47,87.56,156.4,167.73,2.03,68.74,20.25
2019,3,14,9,497.33,532.22,780.03,139.64,-0.81,-8.57,-4.69,54.59,0.0,2.96,243.1,30.91,0.76,0.49,87.55,221.68,228.7,2.22,61.78,30.79
2019,3,14,10,597.45,627.65,821.59,160.39,0.24,-8.15,-3.96,51.96,0.0,2.99,250.0,28.89,0.79,0.5,87.51,263.1,270.85,2.3,56.73,37.81
2019,3,14,11,644.92,670.42,949.52,100.01,0.94,-7.63,-3.35,51.73,0.01,3.09,259.0,10.72,0.8,0.46,87.48,283.28,289.55,2.41,54.22,40.87
2019,3,14,12,633.0,658.58,881.26,144.48,1.3,-7.22,-2.96,52.06,0.03,3.43,266.3,23.48,0.79,0.43,87.45,278.17,284.67,2.49,54.64,39.64
2019,3,14,13,523.7,594.53,829.47,104.9,1.32,-6.74,-2.71,54.05,0.06,3.82,269.5,22.84,0.72,0.41,87.42,232.67,257.07,2.59,57.93,32.62
2019,3,14,14,422.95,483.48,761.1,96.7,1.08,-6.13,-2.52,57.73,0.08,4.14,269.0,32.06,0.69,0.4,87.39,186.3,208.67,2.72,63.58,24.91
2019,3,14,15,290.15,334.95,623.75,93.27,0.35,-5.67,-2.66,63.07,0.06,4.23,265.9,40.8,0.65,0.39,87.36,127.13,143.2,2.82,70.96,15.73
2019,3,14,16,135.25,165.15,434.34,67.39,-1.36,-5.63,-3.49,72.38,0.09,3.62,259.3,50.01,0.54,0.44,87.33,57.85,68.19,2.82,79.44,6.88
2019,3,14,17,15.8,20.15,88.36,16.2,-4.15,-6.78,-5.47,83.38,0.06,3.42,255.1,62.54,0.33,0.46,87.3,6.03,7.05,2.57,87.99,0.86
2019,3,14,18,0.0,0.0,0.0,0.0,-5.5,-7.65,-6.58,86.99,0.03,3.73,255.1,72.03,-999.0,-999.0,87.26,0.0,0.0,2.39,90.0,0.0
2019,3,14,19,0.0,0.0,0.0,0.0,-5.94,-8.05,-6.99,87.28,0.02,4.02,258.2,54.57,-999.0,-999.0,87.23,0.0,0.0,2.31,90.0,0.0
2019,3,14,20,0.0,0.0,0.0,0.0,-5.57,-8.02,-6.8,84.9,0.02,4.48,262.6,31.69,-999.0,-999.0,87.21,0.0,0.0,2.32,90.0,0.0
2019,3,14,21,0.0,0.0,0.0,0.0,-4.71,-7.46,-6.09,82.61,0.02,4.87,266.4,44.27,-999.0,-999.0,87.21,0.0,0.0,2.43,90.0,0.0
2019,3,14,22,0.0,0.0,0.0,0.0,-4.84,-7.42,-6.13,83.88,0.0,5.02,268.1,40.27,-999.0,-999.0,87.22,0.0,0.0,2.44,90.0,0.0
2019,3,14,23,0.0,0.0,0.0,0.0,-4.69,-7.48,-6.08,82.15,0.01,5.57,269.0,39.04,-999.0,-999.0,87.24,0.0,0.0,2.42,90.0,0.0
2019,3,15,0,0.0,0.0,0.0,0.0,-4.79,-7.52,-6.15,82.88,0.01,5.46,268.6,39.5,-999.0,-999.0,87.26,0.0,0.0,2.42,90.0,0.0
2019,3,15,1,0.0,0.0,0.0,0.0,-5.21,-7.67,-6.44,84.87,0.01,5.12,267.0,48.43,-999.0,-999.0,87.28,0.0,0.0,2.39,90.0,0.0
2019,3,15,2,0.0,0.0,0.0,0.0,-5.56,-7.88,-6.72,85.65,0.01,5.06,266.9,45.2,-999.0,-999.0,87.31,0.0,0.0,2.34,90.0,0.0
2019,3,15,3,0.0,0.0,0.0,0.0,-5.79,-8.07,-6.93,86.27,0.01,4.86,266.6,57.07,-999.0,-999.0,87.34,0.0,0.0,2.31,90.0,0.0
2019,3,15,4,0.0,0.0,0.0,0.0,-6.04,-8.28,-7.16,86.27,0.01,4.58,266.7,66.64,-999.0,-999.0,87.36,0.0,0.0,2.26,90.0,0.0
2019,3,15,5,0.0,0.0,0.0,0.0,-6.42,-8.57,-7.49,86.81,0.07,4.17,268.2,68.91,-999.0,-999.0,87.39,0.0,0.0,2.2,90.0,0.0
2019,3,15,6,40.12,57.62,221.16,27.08,-5.29,-8.15,-6.72,82.03,0.24,4.14,274.7,65.72,0.38,0.46,87.44,16.54,21.52,2.29,85.61,2.08
2019,3,15,7,174.45,227.23,472.65,73.25,-3.12,-6.73,-4.92,76.89,0.32,4.07,280.2,57.71,0.55,0.4,87.49,76.37,95.45,2.58,76.62,9.12
2019,3,15,8,330.65,395.48,650.41,115.51,-0.85,-5.27,-3.06,71.51,0.17,3.8,287.1,53.27,0.65,0.44,87.53,147.54,170.02,2.9,68.37,19.2
2019,3,15,9,447.38,534.33,703.72,131.72,0.85,-4.6,-1.88,66.35,0.24,3.71,298.7,51.01,0.68,0.45,87.54,201.87,230.82,3.07,61.4,27.87
2019,3,15,10,537.0,631.65,703.85,168.6,1.55,-4.61,-1.53,62.89,0.42,3.59,300.6,48.59,0.7,0.45,87.55,241.12,273.07,3.06,56.33,34.7
2019,3,15,11,606.1,676.83,699.28,231.2,2.03,-4.84,-1.4,59.77,0.27,3.57,297.5,56.07,0.75,0.45,87.54,270.42,293.0,3.01,53.82,39.22
2019,3,15,12,606.4,664.05,828.55,164.5,2.37,-5.1,-1.36,56.97,0.09,3.58,295.5,40.83,0.75,0.4,87.53,268.22,287.65,2.94,54.26,38.53
2019,3,15,13,517.95,600.05,779.48,125.92,2.65,-5.31,-1.33,54.89,0.02,3.43,294.3,31.94,0.7,0.38,87.51,231.55,260.03,2.89,57.57,32.57
2019,3,15,14,416.6,490.6,793.35,82.41,2.66,-5.43,-1.39,54.47,0.01,3.12,290.6,33.84,0.67,0.37,87.51,183.76,212.45,2.87,63.26,24.63
2019,3,15,15,292.75,343.55,755.77,65.26,2.21,-5.34,-1.57,56.64,0.01,2.71,282.1,35.58,0.64,0.37,87.51,127.8,147.7,2.89,70.66,15.86
2019,3,15,16,145.75,174.9,539.74,51.58,0.18,-3.85,-1.83,73.71,0.0,1.92,267.0,39.81,0.56,0.47,87.53,62.83,73.05,3.25,79.17,7.24
2019,3,15,17,19.95,23.88,165.27,14.9,-3.18,-6.08,-4.63,81.52,0.0,2.49,258.0,42.1,0.38,0.46,87.55,7.17,8.05,2.72,87.81,0.96
2019,3,15,18,0.0,0.0,0.0,0.0,-5.0,-6.82,-5.91,89.59,0.01,2.94,260.8,42.14,-999.0,-999.0,87.58,0.0,0.0,2.56,90.0,0.0
2019,3,15,19,0.0,0.0,0.0,0.0,-5.23,-7.16,-6.19,88.53,0.01,3.63,266.8,15.5,-999.0,-999.0,87.6,0.0,0.0,2.48,90.0,0.0
2019,3,15,20,0.0,0.0,0.0,0.0,-5.31,-7.5,-6.4,86.64,0.01,3.97,269.7,32.13,-999.0,-999.0,87.61,0.0,0.0,2.41,90.0,0.0
2019,3,15,21,0.0,0.0,0.0,0.0,-5.85,-7.95,-6.9,87.37,0.01,4.01,269.3,9.37,-999.0,-999.0,87.62,0.0,0.0,2.32,90.0,0.0
2019,3,15,22,0.0,0.0,0.0,0.0,-6.23,-8.35,-7.29,87.16,0.28,4.09,267.8,31.72,-999.0,-999.0,87.61,0.0,0.0,2.24,90.0,0.0
2019,3,15,23,0.0,0.0,0.0,0.0,-6.51,-8.69,-7.6,86.91,0.14,4.13,266.1,12.58,-999.0,-999.0,87.61,0.0,0.0,2.18,90.0,0.0
2019,3,16,0,0.0,0.0,0.0,0.0,-6.88,-9.06,-7.97,86.86,0.07,4.06,264.5,74.1,-999.0,-999.0,87.61,0.0,0.0,2.11,90.0,0.0
2019,3,16,1,0.0,0.0,0.0,0.0,-7.16,-9.43,-8.29,86.05,0.02,4.12,265.5,13.5,-999.0,-999.0,87.61,0.0,0.0,2.04,90.0,0.0
2019,3,16,2,0.0,0.0,0.0,0.0,-7.35,-9.76,-8.55,84.91,0.01,4.17,266.1,36.71,-999.0,-999.0,87.61,0.0,0.0,1.98,90.0,0.0
2019,3,16,3,0.0,0.0,0.0,0.0,-7.56,-10.03,-8.8,84.73,0.01,4.11,266.7,23.78,-999.0,-999.0,87.61,0.0,0.0,1.94,90.0,0.0
2019,3,16,4,0.0,0.0,0.0,0.0,-7.81,-10.26,-9.04,84.81,0.01,3.95,268.6,33.86,-999.0,-999.0,87.6,0.0,0.0,1.9,90.0,0.0
2019,3,16,5,0.0,0.0,0.0,0.0,-7.95,-10.45,-9.2,84.5,0.01,3.94,269.6,41.39,-999.0,-999.0,87.6,0.0,0.0,1.87,90.0,0.0
2019,3,16,6,50.08,63.5,247.21,31.34,-6.69,-10.06,-8.38,78.16,0.01,4.15,270.4,53.16,0.44,0.47,87.61,19.81,23.69,1.93,85.26,2.42
2019,3,16,7,185.82,233.6,404.12,98.73,-3.75,-8.52,-6.14,69.57,0.01,3.96,270.3,61.88,0.57,0.44,87.61,81.05,98.35,2.21,76.26,10.08
2019,3,16,8,353.17,399.35,493.04,182.76,-0.51,-6.57,-3.54,62.64,0.0,2.79,271.8,70.34,0.69,0.46,87.62,156.18,172.47,2.61,68.0,20.81
2019,3,16,9,486.05,536.1,576.75,260.93,3.09,-6.67,-1.79,47.92,0.0,1.9,283.4,82.54,0.73,0.47,87.6,216.43,233.35,2.6,61.01,30.51
2019,3,16,10,527.88,628.45,342.57,355.49,4.96,-6.45,-0.74,42.82,0.0,1.93,295.1,95.63,0.69,0.44,87.59,239.67,273.85,2.65,55.93,34.78
2019,3,16,11,555.45,672.05,268.72,438.99,5.87,-5.94,-0.04,42.01,0.0,2.22,299.5,99.87,0.68,0.45,87.58,256.4,293.63,2.77,53.42,37.22
2019,3,16,12,497.5,661.92,96.6,386.68,6.24,-5.57,0.33,42.12,0.0,2.44,299.7,97.5,0.61,0.46,87.57,234.24,289.85,2.85,53.88,34.5
2019,3,16,13,490.58,599.35,240.8,390.46,6.25,-5.29,0.48,42.96,0.0,2.5,296.9,99.88,0.66,0.46,87.55,226.03,262.9,2.91,57.22,32.47
2019,3,16,14,392.25,490.15,167.33,308.87,5.96,-4.79,0.59,45.63,0.0,2.36,293.0,97.8,0.63,0.46,87.54,179.73,214.54,3.03,62.94,25.23
2019,3,16,15,263.33,343.27,159.74,198.03,4.95,-1.72,1.62,62.16,0.0,1.5,287.5,95.43,0.57,0.46,87.53,119.53,149.03,3.85,70.37,16.24
2019,3,16,16,142.88,172.98,207.98,102.17,3.24,-3.15,0.04,63.01,0.0,1.24,272.3,86.7,0.54,0.36,87.53,61.7,72.38,3.46,78.89,7.48
2019,3,16,17,17.73,24.5,51.71,19.62,0.84,-4.82,-1.99,65.32,0.0,1.63,251.8,91.78,0.31,0.46,87.54,7.15,8.65,3.02,87.63,1.04
2019,3,16,18,0.0,0.0,0.0,0.0,-1.4,-4.69,-3.05,78.5,0.01,2.46,251.3,90.22,-999.0,-999.0,87.58,0.0,0.0,3.04,90.0,0.0
2019,3,16,19,0.0,0.0,0.0,0.0,-2.87,-4.61,-3.74,89.38,0.01,2.79,256.1,77.3,-999.0,-999.0,87.6,0.0,0.0,3.06,90.0,0.0
2019,3,16,20,0.0,0.0,0.0,0.0,-3.03,-4.83,-3.93,88.83,0.01,3.08,261.6,69.95,-999.0,-999.0,87.61,0.0,0.0,3.0,90.0,0.0
2019,3,16,21,0.0,0.0,0.0,0.0,-3.43,-5.24,-4.33,89.13,0.03,3.42,265.6,88.32,-999.0,-999.0,87.62,0.0,0.0,2.91,90.0,0.0
2019,3,16,22,0.0,0.0,0.0,0.0,-4.14,-5.71,-4.93,91.08,0.0,3.69,267.4,87.11,-999.0,-999.0,87.62,0.0,0.0,2.8,90.0,0.0
2019,3,16,23,0.0,0.0,0.0,0.0,-4.58,-6.19,-5.39,90.84,0.0,3.97,266.1,97.69,-999.0,-999.0,87.61,0.0,0.0,2.69,90.0,0.0
2019,3,17,0,0.0,0.0,0.0,0.0,-4.83,-6.73,-5.78,89.02,0.0,4.1,264.3,93.98,-999.0,-999.0,87.62,0.0,0.0,2.58,90.0,0.0
2019,3,17,1,0.0,0.0,0.0,0.0,-4.87,-7.33,-6.1,84.84,0.0,4.23,265.8,88.94,-999.0,-999.0,87.63,0.0,0.0,2.45,90.0,0.0
2019,3,17,2,0.0,0.0,0.0,0.0,-4.78,-7.88,-6.33,80.08,0.0,4.23,267.6,76.28,-999.0,-999.0,87.64,0.0,0.0,2.33,90.0,0.0
2019,3,17,3,0.0,0.0,0.0,0.0,-4.77,-8.33,-6.55,77.27,0.0,4.27,269.2,38.67,-999.0,-999.0,87.64,0.0,0.0,2.25,90.0,0.0
2019,3,17,4,0.0,0.0,0.0,0.0,-4.76,-8.68,-6.72,74.83,0.0,4.39,273.1,23.74,-999.0,-999.0,87.67,0.0,0.0,2.18,90.0,0.0
2019,3,17,5,0.0,0.0,0.0,0.0,-4.58,-8.93,-6.76,72.03,0.0,4.41,279.4,47.71,-999.0,-999.0,87.7,0.0,0.0,2.13,90.0,0.0
2019,3,17,6,53.88,66.2,281.13,30.9,-2.95,-8.74,-5.85,63.95,0.0,4.4,288.3,43.22,0.44,0.44,87.74,21.75,25.37,2.17,84.89,2.63
2019,3,17,7,205.98,234.05,576.96,67.08,0.16,-7.61,-3.73,54.48,0.0,4.14,294.4,35.21,0.61,0.36,87.8,89.0,99.4,2.39,75.89,10.54
2019,3,17,8,367.17,399.45,719.83,105.91,3.02,-6.1,-1.54,50.33,0.0,3.37,308.1,32.29,0.7,0.39,87.84,162.09,173.68,2.71,67.62,21.07
2019,3,17,9,500.88,536.28,796.37,126.86,5.08,-4.89,0.1,48.04,0.0,3.12,330.6,30.85,0.74,0.41,87.85,223.0,234.92,2.99,60.62,30.89
2019,3,17,10,597.35,630.88,870.13,128.14,6.22,-4.48,0.87,45.87,0.0,3.02,337.8,28.34,0.77,0.41,87.85,266.37,276.88,3.09,55.53,37.9
2019,3,17,11,649.67,670.03,900.56,113.75,6.96,-4.16,1.4,44.71,0.0,2.82,334.3,10.42,0.79,0.39,87.83,288.65,293.55,3.17,53.03,40.86
2019,3,17,12,642.03,661.3,865.47,155.42,7.32,-3.81,1.76,44.84,0.0,2.69,328.1,27.99,0.79,0.37,87.81,284.25,289.23,3.26,53.5,39.99
2019,3,17,13,585.72,601.03,913.05,92.18,7.57,-3.6,1.99,44.88,0.0,2.38,317.0,7.14,0.78,0.37,87.79,258.79,262.48,3.32,56.87,35.77
2019,3,17,14,480.92,492.48,872.73,79.29,7.74,-3.33,2.2,45.28,0.0,1.99,297.2,5.68,0.76,0.38,87.77,211.33,214.3,3.39,62.62,28.02
2019,3,17,15,337.73,345.33,823.3,63.42,7.12,-0.56,3.28,58.5,0.0,1.45,267.6,4.57,0.72,0.38,87.75,146.35,148.62,4.2,70.07,17.92
2019,3,17,16,169.98,176.43,614.34,44.49,4.2,-0.49,1.86,71.63,0.0,2.16,243.7,6.72,0.63,0.39,87.75,70.77,72.99,4.2,78.62,7.9
2019,3,17,17,25.17,26.5,186.43,15.43,0.3,-2.42,-1.06,81.81,0.0,3.14,253.2,9.55,0.41,0.44,87.76,8.82,9.13,3.63,87.43,1.18
2019,3,17,18,0.0,0.0,0.0,0.0,-1.22,-2.51,-1.86,91.77,0.0,3.44,267.8,8.27,-999.0,-999.0,87.79,0.0,0.0,3.6,90.0,0.0
2019,3,17,19,0.0,0.0,0.0,0.0,-1.24,-2.85,-2.04,89.4,0.0,3.53,283.8,4.79,-999.0,-999.0,87.82,0.0,0.0,3.5,90.0,0.0
2019,3,17,20,0.0,0.0,0.0,0.0,-1.1,-3.36,-2.23,85.11,0.0,3.66,297.5,13.97,-999.0,-999.0,87.84,0.0,0.0,3.37,90.0,0.0
2019,3,17,21,0.0,0.0,0.0,0.0,-1.44,-3.78,-2.61,85.0,0.0,3.72,304.4,6.25,-999.0,-999.0,87.88,0.0,0.0,3.27,90.0,0.0
2019,3,17,22,0.0,0.0,0.0,0.0,-2.01,-4.16,-3.08,86.73,0.0,3.61,299.2,5.04,-999.0,-999.0,87.92,0.0,0.0,3.18,90.0,0.0
2019,3,17,23,0.0,0.0,0.0,0.0,-2.07,-4.63,-3.35,83.88,0.0,3.63,285.3,3.72,-999.0,-999.0,87.92,0.0,0.0,3.06,90.0,0.0
2019,3,18,0,0.0,0.0,0.0,0.0,-1.99,-5.34,-3.67,78.68,0.0,3.74,276.8,4.26,-999.0,-999.0,87.9,0.0,0.0,2.89,90.0,0.0
2019,3,18,1,0.0,0.0,0.0,0.0,-1.89,-5.98,-3.93,74.22,0.0,3.88,273.3,9.39,-999.0,-999.0,87.86,0.0,0.0,2.75,90.0,0.0
2019,3,18,2,0.0,0.0,0.0,0.0,-1.97,-6.43,-4.2,71.97,0.0,3.98,272.2,58.94,-999.0,-999.0,87.81,0.0,0.0,2.65,90.0,0.0
2019,3,18,3,0.0,0.0,0.0,0.0,-2.06,-6.79,-4.42,70.57,0.0,4.12,274.5,41.93,-999.0,-999.0,87.78,0.0,0.0,2.58,90.0,0.0
2019,3,18,4,0.0,0.0,0.0,0.0,-2.03,-7.06,-4.55,68.49,0.0,4.08,278.7,44.71,-999.0,-999.0,87.78,0.0,0.0,2.51,90.0,0.0
2019,3,18,5,0.0,0.0,0.0,0.0,-2.01,-7.39,-4.7,66.47,0.0,3.87,283.7,33.76,-999.0,-999.0,87.77,0.0,0.0,2.44,90.0,0.0
2019,3,18,6,64.65,69.12,259.1,37.31,-0.03,-7.17,-3.6,57.33,0.0,3.8,290.3,30.31,0.49,0.42,87.78,24.32,25.4,2.48,84.51,2.95
2019,3,18,7,221.7,235.43,569.84,81.94,3.47,-6.22,-1.38,48.19,0.0,3.87,293.1,29.32,0.65,0.34,87.8,91.73,96.35,2.68,75.53,10.61
2019,3,18,8,381.6,400.75,682.69,117.1,6.1,-5.44,0.33,42.95,0.0,3.46,294.9,27.25,0.72,0.36,87.82,163.31,169.58,2.87,67.24,20.61
2019,3,18,9,525.53,537.47,825.8,133.98,8.06,-5.58,1.24,37.29,0.0,3.43,316.1,23.55,0.77,0.37,87.84,227.35,230.32,2.85,60.23,30.43
2019,3,18,10,617.5,632.47,913.46,101.92,9.21,-6.16,1.53,32.92,0.0,3.75,313.1,7.53,0.79,0.35,87.83,268.25,271.82,2.72,55.13,36.74
2019,3,18,11,654.3,666.45,786.98,170.31,10.23,-6.49,1.87,30.06,0.0,3.95,313.3,24.21,0.78,0.33,87.81,283.04,285.38,2.66,52.63,38.62
2019,3,18,12,609.78,655.1,758.44,155.62,10.85,-6.74,2.05,28.18,0.0,4.03,319.0,25.78,0.74,0.31,87.78,265.43,280.5,2.6,53.12,36.25
2019,3,18,13,570.28,593.67,752.91,203.63,11.18,-6.43,2.38,28.2,0.0,3.61,324.2,60.9,0.75,0.34,87.76,246.95,254.2,2.66,56.52,33.48
2019,3,18,14,442.0,482.27,643.12,173.91,11.11,-5.27,2.92,31.08,0.0,2.99,327.9,49.32,0.69,0.33,87.73,191.43,205.42,2.92,62.3,25.12
2019,3,18,15,307.45,334.05,575.57,118.88,9.86,0.33,5.1,52.47,0.0,1.49,321.5,37.3,0.65,0.32,87.72,131.05,140.37,4.54,69.78,16.14
2019,3,18,16,153.62,168.73,421.87,72.67,7.37,-0.2,3.58,58.96,0.0,1.54,293.7,29.93,0.55,0.39,87.69,63.67,68.6,4.31,78.34,7.53
2019,3,18,17,23.9,25.6,97.93,20.67,4.18,-3.3,0.44,57.89,0.0,2.28,275.0,23.22,0.36,0.44,87.7,9.03,9.43,3.39,87.23,1.25
2019,3,18,18,0.0,0.0,0.0,0.0,2.25,-3.76,-0.76,64.04,0.0,2.8,278.4,13.34,-999.0,-999.0,87.73,0.0,0.0,3.27,90.0,0.0
2019,3,18,19,0.0,0.0,0.0,0.0,1.41,-3.84,-1.22,67.62,0.0,3.0,292.1,13.57,-999.0,-999.0,87.75,0.0,0.0,3.25,90.0,0.0
